class,radiotap.datarate,wlan.seq,wlan_mgt.fixed.beacon,wlan_mgt.fixed.timestamp,wlan_mgt.tim.dtim_period
0,0.88679,0.94628,0.0,0.0,0.0
0,0.43396,0.0,0.0,0.0,0.0
0,0.0,0.25543000000000005,1.0,0.23978542914171655,1.0
0,0.0,0.072772,1.0,0.8398203592814372,0.5000063000063001
0,0.0,0.2569,1.0,0.2397904191616767,1.0
0,0.0,0.074725,1.0,0.8398203592814372,0.5000063000063001
0,0.0,0.10061,1.0,0.06136726546906189,0.0
0,0.0,0.7018300000000001,1.0,0.00026247504990019966,0.5000063000063001
0,0.0,0.076679,1.0,0.8398203592814372,0.5000063000063001
0,0.0,0.26081,1.0,0.2397904191616767,1.0
0,0.0,0.26178,1.0,0.2397904191616767,1.0
0,0.0,0.90696,1.0,0.264500998003992,0.5000063000063001
0,0.0,0.07863200000000001,1.0,0.8398203592814372,0.5000063000063001
0,0.0,0.26325,1.0,0.2397904191616767,1.0
0,0.0,0.90794,1.0,0.264500998003992,0.5000063000063001
0,0.0,0.26349,1.0,0.2397904191616767,1.0
0,0.66038,0.95531,0.0,0.0,0.0
0,0.0,0.91258,1.0,0.264500998003992,0.5000063000063001
0,0.0,0.7094,1.0,0.00026497005988023955,0.5000063000063001
0,0.0,0.27375,1.0,0.23979540918163675,1.0
0,0.0,0.71282,1.0,0.0002664670658682636,0.5000063000063001
0,0.0,0.91868,1.0,0.2645059880239521,0.5000063000063001
0,0.0,0.55067,1.0,0.2397554890219561,0.5000063000063001
0,0.0,0.27814,1.0,0.23979540918163675,1.0
0,0.0,0.7721600000000001,1.0,0.9973552894211576,1.0
0,0.0,0.71795,1.0,0.0002684630738522954,0.5000063000063001
0,0.0,0.55385,1.0,0.2397554890219561,0.5000063000063001
0,0.0,0.5553100000000001,1.0,0.2397554890219561,0.5000063000063001
0,0.0,0.55604,1.0,0.2397554890219561,0.5000063000063001
0,0.0,0.28352,1.0,0.23979540918163675,1.0
0,0.0,0.09768,1.0,0.8398203592814372,0.5000063000063001
0,0.0,0.72527,1.0,0.0002709580838323353,0.5000063000063001
0,0.0,0.28938,1.0,0.2398003992015968,1.0
0,0.0,0.72869,1.0,0.0002724550898203593,0.5000063000063001
0,0.0,0.9326,1.0,0.2645109780439122,0.5000063000063001
0,0.0,0.29206,1.0,0.2398003992015968,0.0
0,0.0,0.95678,0.0,0.0,0.0
0,0.0,0.9348,1.0,0.2645109780439122,0.5000063000063001
0,0.0,0.73187,1.0,0.00027345309381237524,0.5000063000063001
0,1.0,0.47473,0.0,0.0,0.0
0,0.0,0.93651,1.0,0.2645109780439122,0.5000063000063001
0,0.0,0.5687399999999999,1.0,0.2397604790419162,0.5000063000063001
0,1.0,0.046398,0.0,0.0,0.0
0,0.0,0.73578,1.0,0.00027495009980039927,0.5000063000063001
0,0.0,0.93993,1.0,0.2645109780439122,0.5000063000063001
0,0.0,0.11306,1.0,0.8398203592814372,0.5000063000063001
0,0.0,0.7387100000000001,1.0,0.00027644710578842314,0.5000063000063001
0,0.0,0.74359,1.0,0.0002779441117764472,0.5000063000063001
0,0.0,0.11868,0.0,0.0,0.0
0,0.0,0.58291,1.0,0.23976546906187626,0.5000063000063001
0,0.0,0.58535,1.0,0.23976546906187626,0.5000063000063001
0,0.0,0.12503,1.0,0.8398203592814372,0.5000063000063001
0,0.0,0.31624,1.0,0.2398053892215569,1.0
0,0.0,0.12600999999999998,1.0,0.8398203592814372,0.5000063000063001
0,0.0,0.58828,1.0,0.2397704590818364,0.5000063000063001
0,0.0,0.75385,1.0,0.000281936127744511,0.5000063000063001
0,0.0,0.96093,1.0,0.2645209580838324,0.5000063000063001
0,0.66038,0.97558,0.0,0.0,0.0
0,0.0,0.75702,1.0,0.000282934131736527,0.5000063000063001
0,0.0,0.96166,1.0,0.2645209580838324,0.5000063000063001
0,0.0,0.96215,1.0,0.2645209580838324,0.5000063000063001
0,0.0,0.13358,1.0,0.8398203592814372,0.5000063000063001
0,0.0,0.75849,1.0,0.00028343313373253496,0.5000063000063001
0,0.0,0.32576,1.0,0.23981037924151696,1.0
0,0.0,0.7602,1.0,0.00028443113772455087,0.5000063000063001
0,0.0,0.6022,1.0,0.2397754491017964,0.5000063000063001
0,0.018868,0.0,0.0,0.0,0.0
0,0.0,0.6056199999999999,1.0,0.2397754491017964,0.5000063000063001
0,0.0,0.14505,1.0,0.8398203592814372,0.5000063000063001
0,0.0,0.33748,1.0,0.23981536926147706,1.0
0,0.18868,0.17778,0.0,0.0,0.0
0,0.0,0.6090399999999999,1.0,0.2397754491017964,0.5000063000063001
0,0.0,0.33993,1.0,0.23981536926147706,0.0
0,0.0,0.97802,1.0,0.26452594810379243,0.5000063000063001
0,0.0,0.14945,1.0,0.8398203592814372,0.5000063000063001
0,0.0,0.97973,1.0,0.26452594810379243,0.5000063000063001
0,0.0,0.98046,1.0,0.26452594810379243,0.5000063000063001
0,0.0,0.7760699999999999,1.0,0.00029041916167664683,0.5000063000063001
0,0.0,0.15385,1.0,0.8398203592814372,0.5000063000063001
0,1.0,0.71453,0.0,0.0,0.0
0,0.0,0.34701,1.0,0.2398203592814372,1.0
0,0.0,0.8390700000000001,1.0,0.9973552894211576,1.0
0,0.66038,0.61685,0.0,0.0,0.0
0,0.0,0.78632,1.0,0.00029391217564870263,0.5000063000063001
0,0.0,0.78681,1.0,0.00029441117764471064,0.5000063000063001
0,0.18868,0.18022,0.0,0.0,0.0
0,0.0,0.99463,1.0,0.26453093812375256,0.5000063000063001
0,0.0,0.62955,1.0,0.23978542914171655,0.5000063000063001
0,0.0,0.79243,1.0,0.00029640718562874246,0.5000063000063001
0,0.0,0.79267,1.0,0.00029640718562874246,0.5000063000063001
0,0.0,0.9978,1.0,0.2645359281437126,0.5000063000063001
0,0.0,0.63175,1.0,0.23978542914171655,0.5000063000063001
0,0.0,0.16972,1.0,0.8398702594810379,0.5000063000063001
0,0.0,0.6337,1.0,0.23978542914171655,0.5000063000063001
0,0.0,0.1707,1.0,0.8398702594810379,0.5000063000063001
0,0.0,0.0031746,1.0,0.2645359281437126,0.5000063000063001
0,0.66038,0.99756,0.0,0.0,0.0
0,0.0,0.63761,1.0,0.23978542914171655,0.5000063000063001
0,0.66038,0.99829,0.0,0.0,0.0
0,0.0,0.36947,1.0,0.23982534930139726,1.0
0,0.0,0.8004899999999999,1.0,0.00029940119760479036,0.5000063000063001
0,0.0,0.80098,1.0,0.00029940119760479036,0.5000063000063001
0,0.0,0.63956,1.0,0.23978542914171655,0.5000063000063001
0,0.0,0.37143,1.0,0.23982534930139726,1.0
0,0.0,0.37241,1.0,0.23982534930139726,1.0
0,0.0,0.0070818,1.0,0.2645359281437126,0.5000063000063001
0,0.43396,0.0,0.0,0.0,0.0
0,0.0,0.80562,1.0,0.00030139720558882235,0.5000063000063001
0,0.0,0.8065899999999999,1.0,0.0003018962075848304,0.5000063000063001
0,0.0,0.80684,1.0,0.0003018962075848304,0.5000063000063001
0,0.0,0.37851,1.0,0.2398303393213573,0.0
